Date,Mkt-RF,SMB,HML,RMW,CMA,RF,WML
12/26/2013,0.38,0.09,-0.1,0.05,0.05,0,0.18
12/27/2013,0.47,0.05,0.25,-0.02,0.12,0,-0.47
12/30/2013,0.27,0.42,-0.22,0.05,0,0,-0.19
12/31/2013,0.25,-0.14,0.04,-0.04,-0.12,0,0.02
1/1/2014,0,-0.01,0.01,-0.01,0,0,0.01
1/2/2014,-0.79,0.47,-0.08,-0.1,-0.08,0,0.01
1/3/2014,-0.02,0.31,-0.06,-0.03,0.19,0,0.1
1/6/2014,-0.17,0.25,0.33,-0.13,0.08,0,0.03
1/7/2014,0.39,-0.21,0.23,-0.19,0.06,0,0.35
1/8/2014,0.15,0.06,0.09,-0.44,0.03,0,0.5
1/9/2014,-0.07,0.21,-0.15,-0.23,-0.01,0,0.44
1/10/2014,0.56,0.47,-0.43,0.07,-0.17,0,0.01
1/13/2014,-0.46,0.42,0.29,-0.27,0.14,0,-0.48
1/14/2014,0.18,-0.48,-0.22,0.06,-0.13,0,0.39
1/15/2014,0.59,0.06,0.41,-0.4,0.25,0,-0.04
1/16/2014,-0.01,0.2,-0.29,0.01,-0.2,0,-0.22
1/17/2014,-0.18,0.28,0.14,-0.21,-0.02,0,-0.06
1/20/2014,0.05,0.19,-0.16,0.26,-0.16,0,-0.25
1/21/2014,0.19,0.19,-0.29,-0.26,-0.47,0,-0.07
1/22/2014,-0.01,-0.03,-0.1,0.26,0.13,0,0.55
1/23/2014,-0.46,0.19,0,-0.03,0,0,-0.27
1/24/2014,-2.01,0.38,0.08,0.23,0.03,0,-0.76
1/27/2014,-1,-0.69,-0.09,0.34,0.17,0,-0.4
1/28/2014,0.52,0.04,0.25,-0.49,0.08,0,0.85
1/29/2014,-0.38,0.71,0.28,0.04,0.06,0,-0.29
1/30/2014,0.15,-0.46,-0.29,-0.22,-0.09,0,0.81
1/31/2014,-0.53,0.21,-0.09,0.21,-0.11,0,-0.21
2/3/2014,-1.7,-0.01,0.09,0.28,-0.12,0,-0.93
2/4/2014,-0.22,-0.94,-0.17,-0.1,0.12,0,0.24
2/5/2014,0.15,-0.08,0.42,-0.17,0.06,0,-0.02
2/6/2014,1.28,-0.33,0.17,0.15,0.04,0,0.38
2/7/2014,1.25,-0.15,-0.13,-0.2,-0.28,0,0.28
2/10/2014,0.3,0.22,-0.49,0.08,-0.2,0,0.08
2/11/2014,0.96,-0.37,0.12,-0.02,0.01,0,0.07
2/12/2014,0.38,0.14,0.12,0.02,-0.01,0,0.22
2/13/2014,0.38,0.05,-0.03,-0.09,-0.09,0,0.07
2/14/2014,0.41,-0.14,0.17,0.21,0.05,0,-0.26
2/17/2014,0.21,0.16,0.16,-0.14,0.07,0,-0.14
2/18/2014,0.47,0.3,-0.05,-0.2,-0.12,0,0.47
2/19/2014,-0.43,-0.14,-0.22,0.39,-0.02,0,-0.21
2/20/2014,0.14,-0.08,-0.17,0.13,0.03,0,0.21
2/21/2014,0.3,0.35,0.06,-0.09,0.14,0,0.2
2/24/2014,0.6,-0.05,-0.1,0.03,-0.09,0,0.33
2/25/2014,0.09,0.17,-0.24,0.08,0.14,0,0.25
2/26/2014,-0.23,0.16,-0.09,0,0.15,0,0.03
2/27/2014,0.26,-0.08,0.02,-0.17,0.07,0,0.19
2/28/2014,0.38,-0.13,0.45,0.2,0.18,0,-0.08
3/3/2014,-1.3,0.07,-0.04,0.02,-0.05,0,-0.43
3/4/2014,1.46,0.09,-0.03,-0.19,0.08,0,0.7
3/5/2014,0.16,0.21,0.19,-0.28,0.04,0,0.29
3/6/2014,0.54,-0.06,0.44,-0.03,0.21,0,-0.16
3/7/2014,-0.24,0.28,0.08,0.11,0.13,0,-0.06
3/10/2014,-0.3,0.06,0.01,0.12,-0.04,0,0.06
3/11/2014,-0.27,-0.04,-0.08,0.3,-0.07,0,-0.01
3/12/2014,-0.37,-0.09,0.04,-0.02,-0.13,0,-0.04
3/13/2014,-0.91,0.52,0.22,0.06,0,0,-0.51
3/14/2014,-0.56,0,-0.19,0.14,-0.01,0,-0.44
3/17/2014,0.76,-0.53,0.12,0.03,0.19,0,0.53
3/18/2014,0.77,0.38,-0.11,-0.08,-0.06,0,0.34
3/19/2014,-0.7,-0.02,0.1,-0.07,0.01,0,0.1
3/20/2014,-0.07,-0.54,0.44,-0.14,0.16,0,-0.18
3/21/2014,-0.07,-0.1,0.42,0.2,0.09,0,-0.8
3/24/2014,-0.34,0.18,0.35,0.28,0.13,0,-0.73
3/25/2014,0.5,-0.48,0.21,0.08,0.1,0,-0.41
3/26/2014,-0.16,-0.29,0.2,0.41,0.2,0,-0.34
3/27/2014,0.01,0.12,0.04,0.08,-0.11,0,-0.38
3/28/2014,0.51,-0.11,0.4,0.22,0.15,0,-0.26
3/31/2014,0.77,0.33,0.06,-0.19,0.21,0,0.44
4/1/2014,0.68,-0.02,0.02,-0.28,-0.11,0,0.96
4/2/2014,0.22,0,0.09,-0.06,-0.07,0,-0.01
4/3/2014,-0.17,-0.29,0.47,0.13,0.21,0,-0.37
4/4/2014,-0.52,-0.01,0.52,0.26,0.25,0,-0.99
4/7/2014,-1.06,0.05,0.08,0.15,0.12,0,-0.83
4/8/2014,0.25,-0.15,-0.12,0.05,-0.18,0,-0.55
4/9/2014,0.77,-0.21,-0.58,0.17,-0.32,0,0.6
4/10/2014,-1.19,0.34,0.37,0.49,0.22,0,-0.92
4/11/2014,-1.12,-0.22,0.33,0.09,0.06,0,-0.59
4/14/2014,0.21,-0.84,0,0.2,-0.24,0,-0.81
4/15/2014,0.04,-0.28,-0.05,0.09,-0.03,0,-0.08
4/16/2014,1.19,-0.02,-0.03,-0.01,-0.01,0,0.9
4/17/2014,0.29,0.18,0.22,-0.06,0.05,0,0.37
4/18/2014,0.04,0.07,-0.02,0.02,-0.03,0,0.08
4/21/2014,0.14,-0.04,-0.29,0.07,-0.04,0,0.15
4/22/2014,0.65,-0.05,-0.22,-0.22,-0.01,0,0.51
4/23/2014,-0.17,0.07,0.27,0.11,0.12,0,-0.08
4/24/2014,0.12,-0.11,0.02,0.11,-0.21,0,-0.31
4/25/2014,-0.67,0.04,0.22,0.35,0.28,0,-0.72
4/28/2014,0.01,-0.64,-0.13,0.56,0.05,0,-0.75
4/29/2014,0.51,-0.39,0.12,-0.32,-0.09,0,0.17
4/30/2014,0.38,0.01,-0.11,0.09,-0.04,0,0.2
5/1/2014,0.19,0.07,-0.04,-0.3,-0.15,0,0.21
5/2/2014,0.02,0.26,0.05,0.11,0.11,0,0.07
5/5/2014,0.01,-0.17,-0.24,0.16,-0.14,0,0.15
5/6/2014,-0.35,0.26,0.05,0.41,-0.01,0,-0.25
5/7/2014,-0.12,-0.83,0.33,0.15,0.35,0,-0.28
5/8/2014,0.1,-0.38,0.38,-0.09,0.27,0,-0.37
5/9/2014,-0.14,0.03,-0.26,0.07,0.04,0,-0.28
5/12/2014,0.74,-0.03,-0.15,-0.32,-0.12,0,0.34
5/13/2014,0.09,-0.35,-0.04,0.07,-0.05,0,-0.17
5/14/2014,-0.16,-0.19,-0.14,0.27,-0.24,0,-0.16
5/15/2014,-0.75,0.13,-0.38,0.28,-0.21,0,-0.55
5/16/2014,0,-0.45,-0.2,0.03,-0.05,0,-0.17
5/19/2014,0.15,-0.15,0.09,-0.29,0.02,0,0.11
5/20/2014,-0.38,-0.04,0.14,0.06,-0.08,0,0.31
5/21/2014,0.56,-0.29,0.04,0.18,-0.01,0,0.35
5/22/2014,0.35,0.39,-0.23,-0.18,-0.07,0,0.11
5/23/2014,0.36,0.23,0.16,-0.32,0.05,0,0.42
5/26/2014,0.38,0.31,0.11,-0.01,0,0,0.3
5/27/2014,0.35,0.2,-0.22,-0.18,-0.08,0,0.13
5/28/2014,-0.12,0.14,0.2,0.02,0.06,0,0.24
5/29/2014,0.39,-0.05,-0.21,0.15,-0.14,0,0.11
5/30/2014,0.09,-0.1,0.07,0.15,0.03,0,-0.05
6/2/2014,0.12,-0.1,0.18,-0.01,0.13,0,0.31
6/3/2014,-0.04,-0.05,0.14,0.07,-0.19,0,0.07
6/4/2014,0.09,0.1,-0.16,-0.03,-0.08,0,0.17
6/5/2014,0.68,0.37,0.19,-0.3,0,0,0.08
6/6/2014,0.45,0.22,0.26,-0.13,0.03,0,0.13
6/9/2014,0.13,0.37,0,-0.25,-0.01,0,-0.09
6/10/2014,-0.05,-0.13,-0.08,-0.08,0.01,0,-0.08
6/11/2014,-0.24,0.18,-0.16,0.01,-0.2,0,0.02
6/12/2014,-0.19,0.31,0.04,0.06,-0.07,0,-0.12
6/13/2014,0.03,-0.08,0.08,-0.03,-0.1,0,-0.02
6/16/2014,-0.02,0.06,-0.37,0.07,-0.16,0,-0.15
6/17/2014,0.11,0.07,0.15,-0.38,0.07,0,-0.05
6/18/2014,0.64,0.02,-0.01,0.03,0.03,0,0.22
6/19/2014,0.42,-0.05,0.06,0.11,-0.05,0,0.01
6/20/2014,0.02,0.06,-0.14,0.03,-0.02,0,0.11
6/23/2014,-0.12,0.07,0,0.04,-0.05,0,-0.05
6/24/2014,-0.48,-0.03,-0.19,0.14,-0.05,0,-0.16
6/25/2014,-0.01,0.03,0.07,-0.13,-0.01,0,0.16
6/26/2014,0.06,0.19,-0.12,0.22,-0.19,0,0.26
6/27/2014,0.18,-0.03,-0.11,0.05,-0.12,0,-0.19
6/30/2014,0.21,0.5,-0.08,-0.04,-0.15,0,-0.08
7/1/2014,0.68,-0.02,-0.13,-0.14,0.02,0,0.15
7/2/2014,0.09,-0.2,0.01,0.01,0.04,0,0.07
7/3/2014,0.44,-0.12,-0.06,-0.12,0.16,0,0.08
7/4/2014,-0.02,0.25,-0.09,0.17,-0.11,0,-0.12
7/7/2014,-0.6,-0.21,0.26,0.32,0.15,0,-0.06
7/8/2014,-0.81,0.17,0.4,0.47,0.25,0,-0.07
7/9/2014,0.18,-0.4,0.14,-0.07,-0.05,0,-0.02
7/10/2014,-0.72,-0.19,-0.07,0.14,-0.11,0,-0.08
7/11/2014,0.06,-0.17,-0.28,0.03,-0.03,0,0.14
7/14/2014,0.57,-0.21,-0.09,0.03,-0.01,0,0.14
7/15/2014,-0.39,-0.19,0.26,0.17,0.07,0,-0.3
7/16/2014,0.5,-0.53,0.48,-0.04,0.23,0,0.2
7/17/2014,-0.82,0.36,0.1,0.22,0.13,0,-0.12
7/18/2014,0.46,-0.23,-0.23,-0.09,-0.18,0,0.06
7/21/2014,-0.26,0.02,0.03,-0.1,-0.16,0,0.07
7/22/2014,0.59,-0.03,-0.04,0.03,-0.07,0,0.36
7/23/2014,0.22,0.15,-0.43,-0.07,-0.04,0,0.06
7/24/2014,0.1,-0.31,0.12,-0.3,0.12,0,0
7/25/2014,-0.46,0.23,0.27,-0.09,0.11,0,0.03
7/28/2014,-0.05,-0.13,0.11,0.07,-0.05,0,-0.1
7/29/2014,-0.17,0.26,-0.34,-0.06,-0.08,0,-0.09
7/30/2014,-0.16,-0.04,-0.32,-0.43,-0.17,0,-0.06
7/31/2014,-1.47,0.38,0.21,0.23,0.04,0,-0.3
8/1/2014,-0.57,-0.12,0,0.06,0.06,0,0
8/4/2014,0.28,-0.12,0.08,-0.03,-0.1,0,0.34
8/5/2014,-0.67,0.25,-0.4,0.19,-0.22,0,-0.36
8/6/2014,-0.25,0.07,-0.02,-0.07,0.06,0,-0.54
8/7/2014,-0.56,0.24,0,0.03,0.05,0,-0.07
8/8/2014,0.23,-0.52,-0.04,-0.08,0.15,0,-0.14
8/11/2014,0.78,0.44,-0.14,0.08,-0.14,0,0.31
8/12/2014,-0.11,-0.07,0.05,0.1,-0.06,0,-0.02
8/13/2014,0.5,-0.25,-0.04,-0.18,-0.01,0,0.37
8/14/2014,0.42,-0.1,-0.19,0.04,-0.05,0,-0.06
8/15/2014,0.02,0.2,-0.07,0.2,-0.17,0,0.18
8/18/2014,0.71,-0.06,-0.26,-0.03,0.02,0,0.14
8/19/2014,0.4,-0.17,-0.12,0.16,-0.03,0,0.1
8/20/2014,-0.09,-0.38,0.11,0.04,0.07,0,0.03
8/21/2014,0.45,-0.07,0.41,-0.16,0.18,0,0.04
8/22/2014,-0.23,0.19,-0.25,-0.02,-0.2,0,-0.02
8/25/2014,0.46,-0.26,-0.11,-0.08,0.07,0,0.21
8/26/2014,0.22,0.11,0.01,-0.32,0.04,0,-0.2
8/27/2014,0.18,0.09,0.18,0.03,0.07,0,0.11
8/28/2014,-0.39,-0.02,0.05,0.16,0,0,0.13
8/29/2014,0.14,-0.02,0.01,-0.22,-0.05,0,0.07
9/1/2014,0.04,0.05,0.02,-0.02,0.03,0,0.03
9/2/2014,0,-0.1,-0.21,-0.06,-0.13,0,-0.03
9/3/2014,0.33,-0.26,0.19,-0.08,0.33,0,-0.07
9/4/2014,-0.37,-0.38,0,-0.07,0.02,0,-0.3
9/5/2014,0.18,-0.16,0.06,-0.06,0.09,0,0.14
9/8/2014,-0.51,0.08,-0.28,-0.33,-0.01,0,-0.01
9/9/2014,-0.4,-0.02,0,0.16,-0.02,0,0.07
9/10/2014,0.15,-0.19,-0.03,-0.2,-0.13,0,0.08
9/11/2014,-0.02,0.01,0.01,-0.17,0.02,0,-0.09
9/12/2014,-0.27,-0.03,-0.05,-0.06,0.02,0,-0.04
9/15/2014,-0.24,-0.34,0.27,0.31,0.32,0,0.03
9/16/2014,0.31,-0.31,0,0.2,-0.07,0,0.3
9/17/2014,-0.21,-0.24,-0.01,-0.29,-0.11,0,0.16
9/18/2014,0.68,-0.23,-0.11,0,-0.1,0,0.07
9/19/2014,-0.23,-0.2,-0.19,0.2,-0.16,0,0.02
9/22/2014,-0.74,-0.07,0.02,0.33,0.14,0,0.18
9/23/2014,-0.68,0.18,0.03,0.01,-0.13,0,0.22
9/24/2014,0.36,-0.28,-0.44,-0.09,-0.07,0,0.14
9/25/2014,-1.11,0.52,0.26,0.01,0.14,0,-0.08
9/26/2014,0.26,-0.49,-0.05,0.01,-0.29,0,0.31
9/29/2014,-0.34,0.13,-0.25,0.22,-0.19,0,0.24
9/30/2014,-0.29,-0.53,-0.1,0.17,0.04,0,0.13
10/1/2014,-1.01,0.3,0.28,0.05,0.11,0,-0.09
10/2/2014,-0.7,0.26,-0.5,-0.02,-0.26,0,-0.31
10/3/2014,0.33,-0.58,-0.51,-0.1,-0.15,0,0.38
10/6/2014,0.48,0.09,0.23,0.1,0.19,0,0.02
10/7/2014,-1.22,0.24,0.23,0.14,0.03,0,-0.02
10/8/2014,0.69,-0.58,-0.15,-0.14,0,0,-0.04
10/9/2014,-1.57,0.06,-0.23,0.32,-0.02,0,-0.12
10/10/2014,-1.53,-0.08,0.12,0.16,0.3,0,-0.38
10/13/2014,-0.55,0.64,0.54,-0.28,0.26,0,-0.52
10/14/2014,-0.38,-0.06,-0.36,0,0.12,0,-0.57
10/15/2014,-0.51,1.41,-0.76,0.3,-0.34,0,-0.31
10/16/2014,-0.33,-0.08,-0.21,-0.27,-0.16,0,-0.07
10/17/2014,1.1,-1.1,-0.12,0.04,0.04,0,0.56
10/20/2014,0.92,0.51,-0.21,0.25,-0.09,0,0.3
10/21/2014,1.36,-0.86,0.09,-0.1,-0.1,0,0.36
10/22/2014,-0.2,0.34,0.04,0.32,0.19,0,0.47
10/23/2014,0.79,-0.51,-0.23,-0.26,-0.13,0,0.37
10/24/2014,0.42,-0.22,-0.06,-0.11,0.01,0,0.26
10/27/2014,-0.11,0.11,-0.4,0.35,-0.06,0,0.07
10/28/2014,1.1,0.09,0.09,-0.23,-0.05,0,-0.09
10/29/2014,-0.21,0.12,0.02,0.3,-0.13,0,-0.03
10/30/2014,0.43,-0.25,-0.72,0.08,-0.04,0,-0.02
10/31/2014,1.09,-0.45,0,-0.08,0.03,0,-0.14
11/3/2014,-0.54,-0.06,-0.13,-0.05,-0.12,0,0.18
11/4/2014,-0.09,0.24,-0.45,0.2,-0.04,0,0.21
11/5/2014,0.42,-0.66,0.52,0.04,0.37,0,-0.13
11/6/2014,-0.09,-0.22,-0.37,0.1,-0.19,0,-0.08
11/7/2014,0.28,0.3,0.46,-0.06,-0.08,0,-0.43
11/10/2014,0.26,-0.04,-0.39,-0.06,-0.24,0,0.07
11/11/2014,0.34,-0.22,-0.24,0.07,-0.07,0,-0.01
11/12/2014,-0.27,0.31,-0.22,0.09,-0.26,0,-0.19
11/13/2014,0.11,-0.54,-0.2,0.29,0.06,0,0.37
11/14/2014,0.22,-0.05,0.38,-0.1,-0.01,0,-0.39
11/17/2014,-0.38,-0.64,0.21,-0.02,0.19,0,0.35
11/18/2014,0.81,-0.04,0.03,-0.11,0.13,0,0.34
11/19/2014,-0.23,-0.51,-0.1,0.24,0.02,0,0.14
11/20/2014,0.08,0.4,-0.01,0.06,-0.22,0,-0.18
11/21/2014,0.57,-0.31,0.21,-0.14,0.08,0,-0.38
11/24/2014,0.33,0.21,-0.3,-0.16,-0.06,0,0.03
11/25/2014,0.14,0.03,0.07,-0.08,0.14,0,0.21
11/26/2014,0.26,0.06,-0.25,0.05,-0.11,0,0.46
11/27/2014,-0.18,-0.2,-0.46,0.05,0.11,0,0.35
11/28/2014,-0.4,-0.47,-0.74,0.31,0.08,0,0.94
12/1/2014,-0.54,-0.23,0.23,0.28,0.38,0,-0.01
12/2/2014,0.24,-0.01,0.06,-0.34,0.03,0,0.27
12/3/2014,0.25,0.01,0.28,-0.27,0.06,0,-0.27
12/4/2014,-0.19,0.19,-0.21,0.16,-0.24,0,0.62
12/5/2014,0.19,-0.23,-0.05,-0.48,0.15,0,0.26
12/8/2014,-0.63,0.1,-0.02,0.04,0.1,0,0.7
12/9/2014,-0.38,0.76,0.08,-0.26,-0.17,0,-0.24
12/10/2014,-1.04,0.39,-0.24,0.28,0.22,0,0.73
12/11/2014,-0.02,-0.36,-0.37,0.16,-0.01,0,0.32
12/12/2014,-1.42,0.8,-0.37,0.13,-0.18,0,0.27
12/15/2014,-1.11,0.32,-0.16,0.55,-0.11,0,0.2
12/16/2014,0.04,-0.11,0.45,-0.16,0.44,0,-0.46
12/17/2014,0.72,-0.23,0.11,-0.41,-0.35,0,-0.66
12/18/2014,2.13,-0.84,-0.19,-0.03,-0.15,0,0.05
12/19/2014,0.5,-0.04,0.16,-0.07,-0.37,0,-0.59
12/22/2014,0.3,-0.18,-0.24,0.19,0.03,0,0.02
12/23/2014,0.1,-0.29,0.69,0.03,0.38,0,-0.66
12/24/2014,0.21,0.28,0.02,-0.04,-0.04,0,0.33
12/25/2014,0.04,-0.02,-0.01,-0.01,0.01,0,0.08
12/26/2014,0.15,0.25,-0.24,0.01,-0.11,0,0.1
12/29/2014,0.09,0.11,0.1,0.07,0.04,0,0.05
12/30/2014,-0.48,0.64,0.19,-0.09,0.16,0,-0.11
12/31/2014,-0.54,0.44,-0.22,-0.07,-0.12,0,-0.14
1/1/2015,0.02,0,0,0,0,0,0
1/2/2015,-0.47,-0.07,0.24,-0.26,0.07,0,-0.05
1/5/2015,-1.75,1.19,-0.68,0.36,-0.09,0,0.9
1/6/2015,-1.14,-0.13,0.01,0.3,0.19,0,0.39
1/7/2015,0.55,-0.41,-0.46,0.14,-0.25,0,0.55
1/8/2015,1.69,-0.77,-0.24,0.09,-0.12,0,0.14
1/9/2015,-0.48,0.6,-0.27,0.31,-0.22,0,0.17
1/12/2015,-0.37,0.09,-0.34,-0.04,0.21,0,0.65
1/13/2015,0.1,-0.14,-0.18,0.35,0.03,0,0.27
1/14/2015,-0.75,0.38,-0.43,0.35,-0.08,0,0.29
1/15/2015,0.13,-0.14,0.33,0.37,0.59,0,0.42
1/16/2015,0.44,-0.5,-0.04,-0.22,-0.23,0,-0.39
1/19/2015,0.24,-0.1,0.05,-0.04,0.14,0,-0.08
1/20/2015,0.15,-0.42,-0.18,-0.04,-0.24,0,0.31
1/21/2015,0.56,-0.63,0.27,0.16,-0.08,0,-0.36
1/22/2015,0.64,-0.5,0.35,-0.42,0.04,0,0.13
1/23/2015,-0.01,0.19,-0.49,0.23,-0.41,0,0.42
1/26/2015,0.42,0.09,-0.12,-0.08,-0.06,0,-0.17
1/27/2015,-0.25,0.74,0.19,-0.16,0.32,0,-0.34
1/28/2015,-0.98,0.39,-0.37,0.56,-0.2,0,1.07
1/29/2015,0.31,-0.43,-0.25,0.05,-0.14,0,0.67
1/30/2015,-0.77,0.48,0.1,0.12,-0.19,0,-0.96
2/2/2015,0.88,-0.5,0.68,-0.04,0.09,0,-0.91
2/3/2015,1.39,-0.43,0.74,-0.27,0.26,0,-1.53
2/4/2015,-0.2,0.22,-0.14,0.13,-0.01,0,0.39
2/5/2015,0.92,0.05,-0.22,-0.13,-0.24,0,-0.55
2/6/2015,-0.51,-0.02,0.08,-0.32,-0.05,0,-0.47
2/9/2015,-0.35,0.26,0.2,0.13,-0.06,0,-0.52
2/10/2015,0.64,-0.48,-0.68,0.21,-0.27,0,0.91
2/11/2015,-0.2,-0.21,-0.19,0.02,-0.12,0,0.48
2/12/2015,1.27,0.13,0.27,-0.24,-0.03,0,-0.37
2/13/2015,0.55,-0.08,0.17,-0.24,-0.07,0,-1.22
2/16/2015,-0.01,0.25,0.16,-0.1,0.1,0,-0.3
2/17/2015,0.24,-0.09,-0.02,-0.11,-0.08,0,0.15
2/18/2015,0.38,0.23,-0.25,0.04,0.02,0,0.35
2/19/2015,0.08,0.05,-0.37,-0.01,-0.17,0,0.02
2/20/2015,0.45,-0.25,-0.21,0.12,-0.05,0,0.33
2/23/2015,0.05,-0.03,-0.32,0.25,-0.14,0,0.75
2/24/2015,0.37,-0.07,0.39,-0.18,0.2,0,-0.25
2/25/2015,0.13,0.35,-0.3,-0.19,-0.14,0,-0.46
2/26/2015,-0.22,0.1,-0.21,-0.16,-0.21,0,0.36
2/27/2015,-0.09,0.04,-0.04,0.13,0.13,0,-0.08
3/2/2015,0.24,-0.19,-0.33,-0.05,0.12,0,0.41
3/3/2015,-0.4,0.1,0.08,0.14,-0.09,0,-0.16
3/4/2015,-0.39,0.02,-0.29,-0.03,-0.06,0,0.2
3/5/2015,0.18,-0.02,-0.4,-0.12,-0.07,0,0.07
3/6/2015,-1.14,0.28,0.11,-0.03,-0.01,0,-0.12
3/9/2015,0,-0.09,-0.13,0.08,-0.05,0,0.32
3/10/2015,-1.64,0.61,-0.28,0.03,-0.06,0,0.41
3/11/2015,-0.06,0.02,0.26,-0.38,0.1,0,0.04
3/12/2015,1.1,0.07,0.09,0.03,0.03,0,0.35
3/13/2015,-0.57,0.29,-0.25,0.04,-0.1,0,0.48
3/16/2015,1.1,-0.75,-0.28,-0.11,-0.04,0,0.5
3/17/2015,-0.18,0.17,0.12,0.01,-0.2,0,-0.02
3/18/2015,1.67,-0.25,0.09,0.2,0.01,0,-0.43
3/19/2015,-0.73,0.28,-0.72,0.12,-0.39,0,0.69
3/20/2015,1.31,-0.13,0.36,0.14,0.18,0,-0.64
3/23/2015,0.23,0.4,0.41,0.07,0.18,0,-0.6
3/24/2015,-0.24,0.31,0.08,-0.06,0.01,0,-0.1
3/25/2015,-0.9,0.11,0.89,0.08,0.35,0,-0.87
3/26/2015,-0.66,-0.04,0.05,-0.06,-0.21,0,-0.14
3/27/2015,0.14,-0.07,-0.59,0.06,-0.09,0,0.77
3/30/2015,0.69,-0.43,-0.12,-0.25,-0.06,0,0.45
3/31/2015,-0.85,0.72,0.05,0.13,0.06,0,-0.18
4/1/2015,-0.08,0.12,0.39,-0.22,0.25,0,-0.19
4/2/2015,0.7,0.1,0.19,-0.05,0.18,0,-0.13
4/3/2015,0.41,0.21,0.04,0.15,0,0,-0.04
4/6/2015,0.16,-0.18,-0.09,0.17,-0.13,0,-0.41
4/7/2015,0.11,-0.32,-0.07,-0.09,-0.09,0,-0.33
4/8/2015,0.3,0.61,-0.62,0.11,-0.32,0,0.72
4/9/2015,0.29,-0.48,-0.14,0.02,-0.11,0,0
4/10/2015,0.4,0.04,-0.18,-0.11,-0.05,0,0.18
4/13/2015,-0.22,0.56,0.03,-0.3,-0.15,0,0.19
4/14/2015,0.31,0.35,0.35,-0.02,0.15,0,-0.62
4/15/2015,0.58,-0.06,0.43,-0.19,0.02,0,-0.97
4/16/2015,0.09,0.28,0.05,-0.2,0.05,0,-0.15
4/17/2015,-1.11,0.1,0.26,-0.07,0.01,0,-0.26
4/20/2015,0.4,-0.56,-0.03,0.06,-0.15,0,0.38
4/21/2015,0.23,0.07,-0.67,0.27,-0.27,0,1.04
4/22/2015,0.24,-0.15,0.06,-0.14,-0.08,0,-0.18
4/23/2015,0.44,0.12,0.12,-0.06,-0.03,0,-0.44
4/24/2015,0.4,-0.06,-0.01,0.37,-0.22,0,-0.06
4/27/2015,0.14,-0.14,0.47,0.21,0.01,0,-0.72
4/28/2015,0.13,0.33,0.61,-0.11,0.21,0,-0.7
4/29/2015,-0.43,0.17,0.41,-0.42,-0.1,0,-0.6
4/30/2015,-0.79,-0.24,0.55,-0.05,0.36,0,-0.65
5/1/2015,0.26,-0.63,-0.32,0.04,-0.13,0,0.58
5/4/2015,0.31,0.1,0.06,-0.17,-0.06,0,0.16
5/5/2015,-0.92,0.44,0.16,0.11,0.19,0,-0.43
5/6/2015,0.04,0.27,0.11,-0.16,0.12,0,0.05
5/7/2015,-0.12,-0.26,-0.25,-0.11,0.06,0,0.73
5/8/2015,1.35,-0.39,-0.27,0.04,-0.2,0,0.28
5/11/2015,-0.2,0.58,0,-0.04,-0.05,0,0.27
5/12/2015,-0.24,0.32,0.21,-0.13,0.12,0,-0.28
5/13/2015,0.48,0.3,-0.01,0.01,0.15,0,-0.18
5/14/2015,0.75,-0.4,-0.16,-0.01,-0.16,0,0.48
5/15/2015,0.16,0.09,-0.19,0.17,0.05,0,0.27
5/18/2015,0.03,0.16,-0.23,-0.25,-0.29,0,0.53
5/19/2015,-0.15,-0.1,-0.15,-0.12,-0.03,0,0.82
5/20/2015,-0.02,0.07,-0.13,-0.02,-0.02,0,0.05
5/21/2015,0.35,-0.17,0.07,0.07,-0.03,0,-0.33
5/22/2015,-0.41,0.1,0.1,-0.07,-0.08,0,0.34
5/25/2015,-0.07,0.05,-0.08,0.09,-0.06,0,0.1
5/26/2015,-1.19,0.21,-0.08,-0.09,0.05,0,0.41
5/27/2015,0.77,-0.34,-0.12,-0.09,-0.05,0,0.44
5/28/2015,-0.07,0.02,0.09,-0.21,0.04,0,0.18
5/29/2015,-0.61,0.58,0.09,-0.09,-0.03,0,0.12
6/1/2015,-0.13,0.15,-0.2,-0.02,-0.11,0,0.61
6/2/2015,0.43,0.41,0.44,-0.19,0.2,0,-0.58
6/3/2015,0.43,0.07,0.03,-0.24,0.1,0,-0.15
6/4/2015,-0.85,0.22,-0.03,-0.04,-0.01,0,0.24
6/5/2015,-0.71,0.29,-0.05,-0.3,-0.25,0,0
6/8/2015,-0.2,0.42,0.12,0.07,0.23,0,-0.1
6/9/2015,-0.29,-0.44,0.17,0.06,0.07,0,-0.32
6/10/2015,1.34,-0.21,-0.02,0.08,0.08,0,-0.32
6/11/2015,0.24,0.04,-0.32,0.09,-0.08,0,0.46
6/12/2015,-0.57,0.51,-0.02,-0.04,-0.11,0,0.36
6/15/2015,-0.62,0.17,-0.05,0.01,-0.09,0,0.06
6/16/2015,0.25,-0.28,-0.22,0.2,-0.03,0,0.23
6/17/2015,0.18,0.13,-0.38,0.09,-0.2,0,0.03
6/18/2015,0.61,-0.27,-0.42,-0.05,-0.06,0,0.43
6/19/2015,-0.12,0.43,-0.06,0.1,0.01,0,0.19
6/22/2015,1.03,-0.64,0.13,-0.19,0.06,0,0.05
6/23/2015,0.13,0.12,0.09,-0.01,-0.06,0,-0.05
6/24/2015,-0.46,0.19,0.28,0.04,-0.04,0,-0.06
6/25/2015,-0.19,0.11,-0.06,0.01,0.05,0,0.47
