Date,Mkt-RF,SMB,HML,RMW,CMA,RF,WML
6/26/2012,0.18,-0.22,0.02,0.11,0.04,0,0.72
6/27/2012,0.93,-0.15,0.4,-0.36,0.04,0,-0.37
6/28/2012,-0.13,0.13,0.46,0.18,0.36,0,0.02
6/29/2012,2.95,-0.53,-0.37,-0.1,-0.44,0,-1.52
7/2/2012,0.44,0.19,-0.01,-0.11,0.01,0,0.2
7/3/2012,0.99,0.03,0.08,-0.06,-0.57,0,-0.77
7/4/2012,-0.1,0.19,0.02,-0.08,-0.07,0,-0.17
7/5/2012,-0.59,0.29,-0.51,0.34,-0.21,0,0.59
7/6/2012,-1.14,0.21,-0.14,0.17,0.3,0,1.1
7/9/2012,-0.39,-0.05,-0.18,0.19,0.16,0,0.89
7/10/2012,-0.43,-0.16,0.03,0.1,0.08,0,0.77
7/11/2012,-0.11,-0.33,0.41,-0.18,0.11,0,-0.3
7/12/2012,-0.81,0.06,-0.25,0.03,0.11,0,0.88
7/13/2012,1.36,-0.35,-0.01,0.09,-0.06,0,-0.16
7/16/2012,-0.01,0.01,-0.12,0.13,-0.04,0,0.19
7/17/2012,0.41,-0.4,-0.06,0.06,-0.06,0,0.09
7/18/2012,0.6,-0.45,-0.45,0.29,-0.32,0,0.04
7/19/2012,0.73,-0.07,-0.4,0.34,-0.42,0,-0.34
7/20/2012,-1.4,0.3,-0.34,0.31,-0.09,0,0.66
7/23/2012,-1.64,-0.32,-0.18,0.08,0.21,0,0.62
7/24/2012,-0.88,0.15,-0.1,0.01,0,0,0.54
7/25/2012,0.14,0,-0.02,-0.34,-0.06,0,-0.3
7/26/2012,1.97,-0.69,0.39,0.02,0.09,0,-0.47
7/27/2012,1.79,-0.45,0.44,-0.22,-0.05,0,-0.59
7/30/2012,0.34,-0.11,0.37,0,0.14,0,-0.24
7/31/2012,-0.32,0.25,0.02,0.19,0.18,0,-0.1
8/1/2012,-0.46,-0.75,0.12,0.02,0.15,0,0.08
8/2/2012,-0.84,0.51,-0.38,0.11,0.04,0,1.16
8/3/2012,2.07,-0.9,0.35,-0.15,-0.27,0,-0.58
8/6/2012,0.68,0.25,0.21,-0.23,-0.09,0,-0.52
8/7/2012,0.73,-0.16,0.21,-0.01,-0.21,0,-1
8/8/2012,0.05,0.11,0.21,0.09,0.25,0,-0.04
8/9/2012,0.2,0.09,0.15,-0.2,-0.29,0,-0.54
8/10/2012,-0.05,0.11,0.02,0.04,0.03,0,-0.07
8/13/2012,-0.14,-0.02,0,-0.06,0.05,0,0.12
8/14/2012,0.14,-0.12,0.03,0.21,0.1,0,0.38
8/15/2012,0,0.16,-0.2,-0.05,-0.06,0,0.15
8/16/2012,0.86,-0.04,0.34,-0.2,0.04,0,-1.02
8/17/2012,0.32,0.31,0.21,-0.06,-0.1,0,-0.38
8/20/2012,-0.08,0.03,-0.07,0.1,0.03,0,0.01
8/21/2012,0.36,0.22,0.31,-0.26,-0.08,0,-0.62
8/22/2012,-0.17,0.09,-0.13,-0.15,-0.14,0,0.2
8/23/2012,-0.45,0.2,-0.18,-0.12,-0.02,0,0.09
8/24/2012,0.03,-0.33,-0.22,0.12,0.08,0,0.41
8/27/2012,0.03,-0.06,-0.05,0.13,-0.07,0,0.22
8/28/2012,-0.13,0.09,-0.17,0.01,0.06,0,0.23
8/29/2012,-0.04,0.12,-0.04,-0.02,0.1,0,0.41
8/30/2012,-0.9,-0.07,-0.14,-0.03,0.37,0,0.59
8/31/2012,0.58,-0.08,0.03,-0.14,-0.23,0,-0.44
9/3/2012,0.22,-0.1,-0.11,0,0.06,0,0.13
9/4/2012,-0.42,0.47,-0.05,-0.14,0.13,0,0.26
9/5/2012,-0.11,-0.21,-0.02,-0.04,0.16,0,0.24
9/6/2012,1.82,-0.72,0.16,-0.19,-0.12,0,-0.37
9/7/2012,1.23,0.31,0.99,-0.38,-0.18,0,-1.21
9/10/2012,-0.41,0.49,0.16,0.06,0.07,0,-0.35
9/11/2012,0.51,-0.05,0.47,-0.19,0.2,0,-0.29
9/12/2012,0.48,0.2,0.47,-0.34,0.1,0,-0.22
9/13/2012,1.05,-0.16,0.02,-0.05,-0.08,0,-0.03
9/14/2012,1.2,-0.07,0.72,-0.41,-0.43,0,-0.97
9/17/2012,-0.39,0.03,-0.47,0.22,-0.14,0,0.06
9/18/2012,-0.39,0.08,-0.33,-0.04,0.13,0,0.07
9/19/2012,0.41,0.07,-0.01,-0.13,0,0,0.13
9/20/2012,-0.53,-0.15,-0.27,0.25,0.09,0,0.46
9/21/2012,0.28,0.19,0.14,-0.1,0.12,0,0.09
9/24/2012,-0.42,0.07,0.06,-0.01,0.19,0,0.3
9/25/2012,-0.5,0.09,0.01,-0.08,0.3,0,0.36
9/26/2012,-1.02,0.28,-0.39,0.2,0.01,0,0.6
9/27/2012,0.89,-0.01,-0.05,-0.18,-0.21,0,-0.05
9/28/2012,-0.79,0.27,-0.28,0.09,-0.17,0,0.24
10/1/2012,0.5,-0.4,0.23,-0.04,0.11,0,-0.25
10/2/2012,0.07,-0.17,0.14,0.12,0.07,0,-0.07
10/3/2012,-0.06,-0.52,-0.08,-0.22,0.19,0,0.58
10/4/2012,0.84,0.11,0.29,-0.16,0.1,0,-0.04
10/5/2012,0.33,-0.04,0.28,-0.03,0.25,0,-0.15
10/8/2012,-0.54,0.15,-0.01,0.04,0.11,0,-0.01
10/9/2012,-0.97,0.15,0.09,0.2,-0.02,0,0.08
10/10/2012,-0.62,0.08,-0.04,-0.11,0.06,0,0.25
10/11/2012,0.32,-0.21,0.38,-0.18,-0.02,0,-0.6
10/12/2012,-0.19,0.07,-0.21,0.13,0.07,0,0.03
10/15/2012,0.55,-0.35,0.09,-0.12,0.26,0,0.14
10/16/2012,1.24,-0.5,0.26,-0.05,-0.18,0,-0.43
10/17/2012,0.75,0.14,0.67,-0.31,0.01,0,-0.44
10/18/2012,-0.13,-0.02,0.49,-0.03,0.18,0,-0.24
10/19/2012,-1.14,0.29,0.14,-0.04,0.29,0,0.11
10/22/2012,-0.12,0.01,0.04,-0.03,0.06,0,0.16
10/23/2012,-1.36,0.69,-0.25,-0.15,0.14,0,0.14
10/24/2012,-0.09,-0.03,0.07,-0.02,0.06,0,0.51
10/25/2012,0.21,-0.01,-0.11,-0.02,-0.11,0,0.03
10/26/2012,-0.1,-0.03,-0.17,0.26,-0.07,0,0.02
10/29/2012,-0.3,0.04,-0.25,0.08,-0.14,0,0.21
10/30/2012,0.35,-0.31,0.04,0.08,-0.02,0,-0.3
10/31/2012,0.08,0.36,0.27,-0.08,0.14,0,-0.15
11/1/2012,0.87,-0.32,0.17,-0.12,-0.09,0,-0.09
11/2/2012,-0.58,0.1,0.17,0.02,0.08,0,0.13
11/5/2012,-0.15,0.17,-0.22,0.05,0.01,0,0.24
11/6/2012,0.63,-0.28,0.33,-0.03,0.19,0,-0.07
11/7/2012,-1.54,0.56,-0.4,0.21,-0.03,0,-0.11
11/8/2012,-0.9,0.11,0.01,-0.09,0.1,0,0.05
11/9/2012,-0.15,-0.21,-0.31,0.16,-0.08,0,0.36
11/12/2012,-0.15,-0.21,-0.08,0.08,-0.12,0,0.27
11/13/2012,-0.23,-0.35,-0.06,0.02,0.25,0,0.28
11/14/2012,-1.05,0.09,0.03,0.13,0.07,0,-0.19
11/15/2012,-0.31,-0.17,0.33,-0.21,0.18,0,-0.26
11/16/2012,0.08,0.09,-0.05,-0.11,0.07,0,0.34
11/19/2012,2.01,-0.46,0.18,0.11,-0.14,0,-0.09
11/20/2012,0.11,-0.14,-0.09,-0.04,-0.05,0,0.46
11/21/2012,0.24,-0.09,0.12,-0.12,0.04,0,-0.14
11/22/2012,0.53,0.09,0.22,-0.09,0.07,0,-0.35
11/23/2012,1.1,-0.39,-0.02,0,0.02,0,-0.12
11/26/2012,-0.11,0.4,-0.07,0.1,-0.14,0,-0.02
11/27/2012,-0.21,0.23,-0.08,-0.03,-0.04,0,0.24
11/28/2012,0.33,-0.27,-0.39,0.26,-0.12,0,0.26
11/29/2012,0.84,0.04,0.27,-0.14,-0.11,0,-0.2
11/30/2012,0.01,-0.12,0.09,-0.08,0.03,0,0.07
12/3/2012,-0.03,0.19,0.12,0.04,0.11,0,0.02
12/4/2012,0.04,0.22,0.31,-0.19,0.23,0,-0.1
12/5/2012,0.13,-0.21,0.54,-0.15,0.33,0,-0.44
12/6/2012,0.21,0.06,0.04,0.04,-0.05,0,0.3
12/7/2012,0.12,-0.11,0.13,-0.09,0.23,0,-0.13
12/10/2012,0.15,0.13,-0.15,0.13,-0.18,0,-0.21
12/11/2012,0.6,-0.01,-0.02,0.11,-0.2,0,-0.41
12/12/2012,0.24,-0.13,0.35,-0.08,0.03,0,-0.4
12/13/2012,-0.37,0.16,0.18,-0.08,0.29,0,-0.32
12/14/2012,0.11,0.25,0.32,-0.23,0.22,0,-0.23
12/17/2012,0.56,-0.19,0.34,-0.14,0,0,0.09
12/18/2012,0.93,-0.09,0.25,-0.08,-0.11,0,-0.2
12/19/2012,0.15,0.38,0.53,-0.36,0.06,0,-0.05
12/20/2012,0.3,-0.05,0.41,-0.4,0.23,0,0.07
12/21/2012,-0.8,0.27,-0.14,0.13,-0.05,0,-0.1
12/24/2012,-0.2,-0.1,-0.01,-0.03,0.04,0,0.17
12/25/2012,0.07,0.06,0.07,-0.07,0.07,0,0.16
12/26/2012,-0.14,0.11,0.28,-0.09,0.14,0,-0.09
12/27/2012,0.03,0.12,0.11,-0.04,0.05,0,0.02
12/28/2012,-0.58,0.6,-0.09,-0.01,-0.03,0,0.21
12/31/2012,0.79,-0.11,-0.13,0.01,-0.28,0,0.05
1/1/2013,0.03,0,0,0,0.01,0,0
1/2/2013,1.98,-0.43,0.28,-0.24,-0.18,0,-0.33
1/3/2013,-0.21,0.12,0.05,0.02,0.11,0,-0.31
1/4/2013,0.64,0.11,0.55,-0.44,0.37,0,-0.16
1/7/2013,-0.14,0.58,-0.01,-0.19,0.01,0,-0.02
1/8/2013,-0.27,0.18,-0.09,-0.05,0.09,0,0.6
1/9/2013,0.36,0.04,0.24,-0.27,0.11,0,-0.07
1/10/2013,0.84,-0.18,0.43,-0.22,0.05,0,-0.33
1/11/2013,0.16,-0.08,-0.05,0.11,0.06,0,-0.08
1/14/2013,-0.05,0.02,0.14,-0.1,0.11,0,-0.09
1/15/2013,0.14,0.12,-0.16,-0.05,0.02,0,0.05
1/16/2013,-0.17,-0.05,-0.18,0.18,-0.07,0,0.17
1/17/2013,0.53,-0.33,0.07,0.12,0.13,0,-0.04
1/18/2013,0.2,0.19,0.24,-0.08,0.16,0,0.06
1/21/2013,0.13,0.26,0.1,0.01,0.11,0,-0.2
1/22/2013,0.32,0.15,0.14,-0.03,0.02,0,0.02
1/23/2013,-0.05,-0.21,-0.49,0.25,-0.16,0,0.13
1/24/2013,0.17,-0.21,0.22,-0.15,0.42,0,0.15
1/25/2013,0.67,-0.19,0.08,0,-0.07,0,0.25
1/28/2013,-0.11,0.31,0.11,-0.11,0.11,0,0.03
1/29/2013,0.49,-0.39,0.21,0.14,0.12,0,-0.07
1/30/2013,-0.09,-0.05,-0.02,-0.01,-0.08,0,0.43
1/31/2013,-0.21,0.37,0.03,-0.09,-0.02,0,0
2/1/2013,0.7,-0.18,-0.12,0.03,-0.22,0,0.37
2/4/2013,-1.07,0.58,-0.22,0.18,0.02,0,0.11
2/5/2013,0.34,-0.54,-0.03,0.09,-0.19,0,0.06
2/6/2013,0.19,0.36,0.24,-0.23,0.29,0,0.02
2/7/2013,-0.43,0.2,-0.05,0.17,-0.01,0,-0.26
2/8/2013,0.57,-0.12,-0.04,0.02,-0.33,0,0.11
2/11/2013,-0.35,-0.11,0.17,-0.07,0.13,0,-0.09
2/12/2013,0.62,-0.05,0.58,-0.58,0.23,0,0.38
2/13/2013,0.17,-0.15,-0.06,0.17,-0.14,0,0.09
2/14/2013,-0.14,0.19,-0.08,-0.03,-0.12,0,0.18
2/15/2013,-0.32,-0.1,-0.39,0.29,0,0,0.31
2/18/2013,0.09,0.18,0.34,-0.22,0.08,0,0.15
2/19/2013,0.85,-0.02,0.08,0.06,0.11,0,0.19
2/20/2013,-0.87,0.09,-0.32,0.22,0.14,0,0.29
2/21/2013,-1.18,0.19,-0.33,0.2,0.18,0,0.07
2/22/2013,0.74,-0.19,-0.27,0.2,0,0,0.1
2/25/2013,-0.66,0.45,-0.13,0.04,-0.05,0,-0.09
2/26/2013,-0.41,-0.02,-0.35,0.28,0.04,0,0.27
2/27/2013,0.97,-0.46,0.14,-0.04,0.05,0,0.33
2/28/2013,0.34,0.06,0.12,0,0.11,0,0.43
3/1/2013,-0.17,-0.06,-0.41,0.06,0.06,0,0.86
3/4/2013,0.19,-0.18,-0.35,0.08,0.28,0,0.86
3/5/2013,1.07,-0.21,-0.05,0.17,-0.19,0,-0.02
3/6/2013,0.03,0.14,0.22,-0.19,0.01,0,-0.11
3/7/2013,0.36,-0.02,-0.1,-0.01,-0.09,0,-0.22
3/8/2013,0.29,-0.17,0.24,-0.29,0.19,0,-0.12
3/11/2013,0.42,-0.12,0.2,-0.16,0.04,0,-0.15
3/12/2013,-0.14,-0.07,-0.14,0.13,-0.01,0,-0.18
3/13/2013,-0.23,0.09,-0.05,0.13,0.15,0,0.39
3/14/2013,0.78,0.21,0.17,-0.17,0.25,0,0.08
3/15/2013,0.25,0.6,0.01,0.2,-0.04,0,-0.36
3/18/2013,-0.93,0.22,-0.39,0.42,-0.09,0,-0.08
3/19/2013,-0.3,0.15,-0.24,0.15,0.27,0,0.12
3/20/2013,0.52,-0.3,0.23,-0.21,0.19,0,0.35
3/21/2013,-0.36,0.85,-0.08,0.01,0.07,0,0.08
3/22/2013,0.33,-0.42,-0.2,0.2,-0.07,0,0.02
3/25/2013,-0.37,0.36,-0.31,0.25,0.04,0,0.32
3/26/2013,0.39,-0.32,-0.15,0.09,-0.18,0,0.24
3/27/2013,-0.16,0.22,-0.01,-0.01,-0.09,0,0.33
3/28/2013,0.33,-0.22,-0.29,0.09,0.03,0,0.43
3/29/2013,-0.02,-0.14,-0.11,0.06,-0.02,0,0.01
4/1/2013,-0.48,-0.72,-0.07,0.14,0.13,0,-0.25
4/2/2013,0.33,-0.71,-0.16,0.02,0.01,0,0.66
4/3/2013,-0.59,0.37,-0.23,0.4,0.14,0,0.25
4/4/2013,-0.08,-0.15,0.37,-0.28,0.31,0,0.13
4/5/2013,-0.43,0.17,0.34,-0.35,0.26,0,0.1
4/8/2013,0.53,-0.11,0.12,-0.09,0.23,0,0.58
4/9/2013,0.58,-0.08,0.3,-0.02,-0.13,0,-0.55
4/10/2013,1.24,-0.39,0.31,-0.33,0.14,0,0.1
4/11/2013,0.69,-0.16,-0.05,0.05,0.23,0,0.53
4/12/2013,-0.29,0.22,-0.14,0.17,0.18,0,0.3
4/15/2013,-1.78,-0.14,-0.21,0.15,0.41,0,0.54
4/16/2013,0.63,-0.34,-0.02,0.03,-0.08,0,0.36
4/17/2013,-1.44,0.43,-0.24,0.08,0.44,0,0.59
4/18/2013,-0.51,0.15,-0.14,0.26,0.06,0,-0.09
4/19/2013,0.58,-0.19,0.08,-0.3,-0.14,0,0.52
4/22/2013,0.58,0.29,0.13,0.09,-0.1,0,0.18
4/23/2013,1,-0.3,0.25,-0.2,0,0,0.36
4/24/2013,0.67,0.29,0.35,-0.07,-0.41,0,-0.41
4/25/2013,0.66,0.22,-0.05,-0.15,-0.12,0,-0.22
4/26/2013,-0.16,-0.05,-0.07,0.17,0,0,-0.05
4/29/2013,0.85,-0.21,0.04,0.08,-0.17,0,-0.03
4/30/2013,0.45,0.37,-0.02,-0.07,-0.25,0,0.05
5/1/2013,-0.58,-0.21,-0.08,0.3,-0.02,0,0.07
5/2/2013,0.18,-0.02,-0.01,-0.17,-0.2,0,0.26
5/3/2013,0.88,-0.26,0.08,0.02,-0.32,0,-0.26
5/6/2013,0.04,0.04,0.23,-0.22,-0.1,0,0.02
5/7/2013,0.73,0.35,0.48,-0.3,0.23,0,0.15
5/8/2013,0.78,-0.03,-0.07,-0.01,-0.04,0,-0.16
5/9/2013,-0.72,-0.09,-0.03,0.24,-0.21,0,-0.22
5/10/2013,0.38,-0.11,-0.22,-0.22,0.01,0,0.08
5/13/2013,0.02,-0.03,-0.16,-0.24,-0.02,0,0.41
5/14/2013,0.44,-0.15,-0.21,0.12,-0.08,0,0.25
5/15/2013,0.5,-0.79,0.28,-0.16,0.33,0,0.37
5/16/2013,-0.38,-0.12,0.03,-0.01,0.04,0,-0.38
5/17/2013,0.43,0.03,0.38,0.02,-0.04,0,0.15
5/20/2013,0.56,0.39,0.32,0.13,-0.14,0,-0.27
5/21/2013,0.1,-0.34,0.21,0.16,0.03,0,-0.67
5/22/2013,-0.59,-0.39,0.05,-0.04,0.19,0,-0.03
5/23/2013,-1.22,-0.42,-0.29,0.25,0.14,0,-0.68
5/24/2013,-0.07,0.5,-0.14,-0.03,0.06,0,-0.24
5/27/2013,-0.21,-0.26,-0.02,-0.05,-0.14,0,0.05
5/28/2013,0.53,-0.15,0.05,-0.17,-0.06,0,0.43
5/29/2013,-0.35,0.88,0.25,-0.11,-0.13,0,-0.18
5/30/2013,0.19,-0.38,-0.03,-0.16,-0.39,0,-0.44
5/31/2013,-1.05,0.99,-0.21,0.04,-0.17,0,0.12
6/3/2013,0.03,-0.05,-0.07,0.31,-0.13,0,-0.61
6/4/2013,-0.05,-0.18,0.28,-0.16,0.18,0,0.16
6/5/2013,-1.39,0.61,-0.25,0.21,-0.05,0,-0.5
6/6/2013,0.46,-0.46,0.05,-0.12,0.31,0,-0.33
6/7/2013,0.61,-1.16,0.12,-0.12,-0.01,0,0.26
6/10/2013,0.5,0.81,-0.17,-0.07,-0.14,0,0.64
6/11/2013,-0.65,0.47,-0.46,0.21,-0.07,0,0.07
6/12/2013,-0.5,0.27,-0.42,0.36,-0.09,0,-0.12
6/13/2013,0.38,-0.54,0.25,-0.08,0.23,0,-0.32
6/14/2013,0.03,0.31,-0.1,0.15,0.08,0,0.28
6/17/2013,0.95,0.03,0.26,-0.11,-0.13,0,0.3
6/18/2013,0.41,-0.22,0.08,-0.07,0.07,0,0.44
6/19/2013,-1.01,0.26,0.1,0,-0.15,0,0.07
6/20/2013,-2.73,0.6,-0.06,0.1,0.03,0,-0.2
6/21/2013,-0.47,0.04,-0.24,-0.11,0.09,0,-0.61
6/24/2013,-1.36,0.15,-0.21,0.14,0.08,0,-0.22
6/25/2013,0.72,-0.57,0.41,-0.19,0.06,0,0.15
6/26/2013,0.7,-1.12,0.17,0.2,0.3,0,0.43
6/27/2013,0.99,0.36,0.12,-0.14,0.16,0,0.6
6/28/2013,-0.09,0.65,0.14,-0.15,-0.25,0,-0.07
7/1/2013,0.83,0.19,-0.31,-0.14,-0.11,0,0.7
7/2/2013,-0.16,0.17,-0.19,0.16,-0.12,0,0.14
7/3/2013,-0.08,0.33,-0.18,-0.07,0.01,0,0.07
7/4/2013,0.45,-0.17,0.05,-0.12,0.06,0,0.3
7/5/2013,0.06,0.15,0.17,-0.23,0.24,0,0.53
7/8/2013,0.61,-0.33,-0.04,0.21,0.05,0,0.28
7/9/2013,0.7,-0.07,0.21,0.04,-0.02,0,-0.05
7/10/2013,0.59,0.15,0.02,0.04,-0.17,0,-0.05
7/11/2013,1.46,-0.07,-0.35,-0.04,-0.25,0,-0.16
7/12/2013,0.01,0.04,0.04,-0.24,-0.03,0,0.17
7/15/2013,0.18,0.03,0.16,-0.04,0.13,0,0.09
7/16/2013,0.08,0.42,0.13,0.06,0.09,0,-0.38
7/17/2013,0.18,-0.18,0.03,-0.09,-0.03,0,-0.05
7/18/2013,0.48,-0.22,0.54,-0.27,0.22,0,0.26
7/19/2013,0.06,-0.25,0.18,-0.34,0.12,0,-0.08
7/22/2013,0.49,0.37,0.3,-0.21,-0.02,0,-0.01
7/23/2013,0.12,0.22,0.39,-0.14,0.07,0,-0.42
7/24/2013,-0.24,-0.34,-0.03,0.2,0.03,0,0.25
7/25/2013,0.27,0.24,-0.18,-0.17,-0.11,0,0.13
7/26/2013,-0.27,-0.14,-0.2,0.17,-0.07,0,-0.09
7/29/2013,-0.54,-0.46,-0.35,0.27,-0.2,0,-0.42
7/30/2013,0.19,0.19,-0.14,0.16,-0.06,0,0.38
7/31/2013,0.02,-0.15,0.16,0.02,-0.06,0,0.13
8/1/2013,0.92,-0.59,0.28,-0.48,0.05,0,0.58
8/2/2013,0.72,0.13,-0.13,-0.15,-0.07,0,0.47
8/5/2013,0,0.56,-0.37,0.2,-0.09,0,0.11
8/6/2013,-0.3,0.11,-0.14,0.25,-0.07,0,0.06
8/7/2013,-0.47,0,0.28,0.03,0.14,0,-0.38
8/8/2013,0.48,-0.17,0.26,-0.17,0.15,0,-0.33
8/9/2013,0.06,0.16,0.09,-0.06,-0.08,0,-0.26
8/12/2013,-0.15,0.1,0.16,-0.12,-0.11,0,-0.61
8/13/2013,0.29,-0.16,-0.1,0.08,-0.12,0,0.01
8/14/2013,-0.01,0.36,0.11,-0.1,-0.13,0,-0.07
8/15/2013,-0.83,0.26,0.24,0.08,-0.11,0,-0.8
8/16/2013,-0.18,0.01,0.06,-0.09,-0.07,0,0.16
8/19/2013,-0.44,0.34,-0.68,0.53,-0.26,0,0.02
8/20/2013,-0.1,0.16,-0.15,-0.04,0.08,0,0.04
8/21/2013,-0.74,0.09,-0.3,0.12,-0.14,0,0.17
8/22/2013,0.63,-0.24,0.35,-0.27,0.08,0,0.14
8/23/2013,0.61,-0.06,0.14,-0.04,0,0,-0.1
8/26/2013,-0.17,0.27,-0.41,0.09,-0.24,0,-0.03
8/27/2013,-1.33,0.32,-0.14,0.56,-0.04,0,-0.67
8/28/2013,-0.38,-0.39,0.22,-0.06,0.18,0,-0.33
8/29/2013,0.15,0.07,-0.24,-0.12,-0.12,0,0.61
8/30/2013,-0.57,-0.21,-0.29,0.28,-0.15,0,-0.18
9/2/2013,0.53,-0.2,-0.09,0.09,-0.02,0,0.44
9/3/2013,0.44,0.24,0.02,-0.31,-0.13,0,0.46
9/4/2013,0.61,0.08,-0.19,-0.03,0.01,0,0.29
9/5/2013,0.1,-0.16,0.27,-0.2,0.03,0,0.2
9/6/2013,0.35,0.09,0.15,-0.08,-0.07,0,-0.32
9/9/2013,1,0.38,0.02,-0.17,0.12,0,0.4
9/10/2013,0.95,-0.15,0.23,-0.27,0.21,0,0.52
9/11/2013,0.41,-0.02,0.09,-0.01,0.15,0,0.01
9/12/2013,-0.26,-0.03,-0.08,0.08,0,0,-0.09
9/13/2013,0.18,0.21,-0.11,0.09,0.08,0,0.15
9/16/2013,0.69,-0.25,0.08,0.03,0.16,0,0.3
9/17/2013,0.22,0.25,-0.13,-0.16,-0.05,0,0.06
9/18/2013,1.43,-0.05,-0.18,-0.06,-0.16,0,-0.15
9/19/2013,0.16,-0.03,-0.21,0.08,-0.29,0,0.12
9/20/2013,-0.45,0.25,-0.08,0.05,-0.08,0,0.31
9/23/2013,-0.36,0.37,-0.12,0.28,-0.08,0,-0.3
9/24/2013,-0.06,0.25,0.18,-0.09,0.11,0,0.31
9/25/2013,-0.01,-0.03,0.33,-0.3,0.04,0,0.01
9/26/2013,0.26,0.08,-0.42,0.14,-0.14,0,0.28
9/27/2013,-0.1,0.33,-0.14,0.15,-0.18,0,0.28
9/30/2013,-0.7,0.35,-0.19,0.16,-0.03,0,-0.05
10/1/2013,0.71,-0.13,0.08,-0.15,0.08,0,0.54
10/2/2013,-0.18,-0.03,0.17,-0.08,-0.03,0,-0.01
10/3/2013,-0.45,0.02,0.09,0.11,0.1,0,0.15
10/4/2013,0.14,-0.3,0.5,-0.09,0.1,0,0.06
10/7/2013,-0.55,-0.22,0.32,0.08,0.13,0,-0.61
10/8/2013,-0.92,0.27,0.46,0.25,0.36,0,-0.26
10/9/2013,-0.15,0.01,0.56,0,0.23,0,0.04
10/10/2013,1.6,-0.55,0.01,-0.23,-0.05,0,0.56
10/11/2013,0.73,0.25,0.02,-0.12,0.06,0,0.31
10/14/2013,0.29,-0.04,0.09,-0.01,0.02,0,0.16
10/15/2013,-0.09,0.11,0.04,0.22,-0.13,0,0.23
10/16/2013,0.67,-0.54,0.03,-0.29,0.18,0,0.25
10/17/2013,1.04,0.2,0.01,-0.23,-0.03,0,0.19
10/18/2013,0.76,0.01,-0.24,-0.02,-0.32,0,0.35
10/21/2013,0.19,0.24,-0.19,0.13,-0.03,0,-0.06
10/22/2013,0.63,-0.1,0.08,0.23,0,0,-0.43
10/23/2013,-0.62,0.16,-0.38,0.34,0.01,0,-0.14
10/24/2013,0.47,0.15,0.01,-0.03,-0.16,0,0.13
10/25/2013,-0.11,-0.25,-0.2,0.19,0.05,0,-0.38
10/28/2013,0.08,-0.11,-0.02,0.19,0.05,0,-0.48
10/29/2013,0.13,-0.35,0.14,-0.04,0.27,0,0.08
10/30/2013,-0.21,-0.27,0.37,0.02,0,0,-0.18
10/31/2013,-0.48,0.05,-0.07,0.12,0.04,0,0.1
11/1/2013,-0.31,-0.37,0.02,0,0.19,0,0.16
11/4/2013,0.42,0.14,0.01,0.12,-0.1,0,0.03
11/5/2013,-0.26,0.25,-0.36,0.15,-0.07,0,0.38
11/6/2013,0.51,-0.32,0.43,0.04,0.29,0,-0.51
11/7/2013,-1.03,0.28,-0.08,0.23,0.12,0,-0.38
11/8/2013,0.34,-0.31,0.16,-0.44,0.2,0,0.63
11/11/2013,0.34,-0.15,0.14,-0.13,0.02,0,0.18
11/12/2013,-0.18,0.15,-0.23,0.13,0.07,0,0.14
11/13/2013,0.43,-0.05,-0.07,0.08,-0.14,0,0.13
11/14/2013,0.43,-0.34,0.08,0.05,-0.06,0,0.07
11/15/2013,0.59,-0.02,-0.21,0.02,-0.07,0,0.08
11/18/2013,0.01,-0.14,0.26,0.06,0.13,0,-0.15
11/19/2013,-0.34,0.03,-0.09,0.18,-0.02,0,-0.21
11/20/2013,-0.45,0.12,0.01,-0.04,-0.04,0,-0.1
11/21/2013,0.46,-0.04,0.12,-0.22,-0.04,0,0.66
11/22/2013,0.45,-0.12,0.04,-0.07,0.06,0,0.35
11/25/2013,0,0.08,0,0.08,0.14,0,-0.01
11/26/2013,0.05,0.53,-0.22,-0.01,-0.17,0,0.58
11/27/2013,0.11,-0.19,0.04,-0.13,0.07,0,0.14
11/28/2013,0.29,-0.04,0.02,-0.09,0.09,0,0.09
11/29/2013,-0.06,0.25,-0.17,0.15,-0.08,0,-0.11
12/2/2013,-0.38,-0.23,0.01,0.06,0.07,0,0.38
12/3/2013,-0.48,0.22,-0.13,0.16,-0.11,0,-0.24
12/4/2013,-0.41,-0.02,0.02,-0.09,-0.13,0,-0.09
12/5/2013,-0.33,0.42,-0.51,0.15,-0.25,0,0.04
12/6/2013,0.72,-0.52,0.14,-0.05,0.31,0,0.1
12/9/2013,0.36,-0.09,0,0.05,-0.07,0,0.06
12/10/2013,-0.23,0.18,0.07,0.02,-0.13,0,-0.04
12/11/2013,-0.83,0.11,0.04,0.17,-0.03,0,-0.03
12/12/2013,-0.7,0,0.23,-0.12,0.06,0,0.24
12/13/2013,0.03,0.16,-0.05,-0.13,0.01,0,0.23
12/16/2013,0.58,-0.35,0.17,-0.02,-0.01,0,-0.12
12/17/2013,-0.17,0.39,-0.11,0.03,-0.18,0,0.04
12/18/2013,0.85,-0.78,0.03,-0.16,0.27,0,0.28
12/19/2013,0.46,-0.42,0.07,-0.01,0.13,0,0.12
12/20/2013,0.53,0.28,-0.13,-0.13,-0.18,0,0.26
12/23/2013,0.64,-0.01,-0.11,-0.1,-0.09,0,-0.06
12/24/2013,0.18,-0.1,0.07,-0.02,0.09,0,-0.12
12/25/2013,0,0.07,-0.09,0.07,-0.01,0,0.12
